Product,Rating,Date,Review
"Intel ® Core™ i3-12100, processore desktop, per sistemi desktop cache 12M, fino a 4,30 GHz",5.0,6 giugno 2022,ho acquistato questo processore per assemblare un pc per un utilizzo prettamente da ufficio e pur essendo la versione base dei processori intel desktop di generazione sono rimasto piacevolmente colpito dalle prestazionila scheda grafica integrata uhd si comporta bene ed grado di visualizzare e decodificare video fino alla risoluzione k quindi mi sento di consigliare questo prodotto anche chi ama guardare video e film riproduce correttamente filmati p p p p p p p inoltre decodifica hardware anche video codificati con il recente codec av il dissipatore abbinato pi che sufficiente tenere sotto controllo le temperature
"Intel ® Core™ i3-12100, processore desktop, per sistemi desktop cache 12M, fino a 4,30 GHz",5.0,13 luglio 2023,articolo perfette condizioni e funzionantespedizione tracciabile e molto rapida
"Intel ® Core™ i3-12100, processore desktop, per sistemi desktop cache 12M, fino a 4,30 GHz",5.0,3 dicembre 2022,acquistato per una configurazione bassamedia per uso ufficio e un po di video editing fa il suo lavoro senza problemi piccola pecca la ventola che dissipa il calore basta che si alza un minimo la temperatura e comincia fare un lieve ronzio sopportabile
"Intel ® Core™ i3-12100, processore desktop, per sistemi desktop cache 12M, fino a 4,30 GHz",1.0,30 marzo 2023,processore estremamente rumoroso il dissipatore del processore fa un rumore pazzesco anche per le operazioni pi leggere navigando web le buone prestazioni sono visibili anche game il rumore assordante spesso ho le cuffie ho dovuto comprare un dissipatore parte per poterlo usare normalmente
"Intel ® Core™ i3-12100, processore desktop, per sistemi desktop cache 12M, fino a 4,30 GHz",5.0,26 maggio 2022,ho acquistato questo processore per una build dallottimo rapporto qualit prezzo consigliata dal canale youtube prodegeek devo dire che le prestazioni mi hanno davvero stupito nessun problema di performance per un pc utilizzato ambiente w e prevalentemente per editing immagini e lavori di grafica cadvettoriale ho scelto la versione con grafica integrata attesa di scegliere una scheda video dedicata che non preveda la vendita di un rene
"Intel ® Core™ i3-12100, processore desktop, per sistemi desktop cache 12M, fino a 4,30 GHz",5.0,13 gennaio 2023,tutto benissimo secondo le mie aspettative forse il prezzo un poco altograzie tante comunque
"Intel ® Core™ i3-12100, processore desktop, per sistemi desktop cache 12M, fino a 4,30 GHz",5.0,5 dicembre 2022,intel uguale garanzia arrivato ben imballato e funzionante al
"Intel ® Core™ i3-12100, processore desktop, per sistemi desktop cache 12M, fino a 4,30 GHz",5.0,6 aprile 2022,ottimo
"Intel ® Core™ i3-12100, processore desktop, per sistemi desktop cache 12M, fino a 4,30 GHz",5.0,3 ottobre 2022,il processore funziona bene e non mi ha dato nessun problema con linstallazione unico piccolo difetto il dissipatore stock leggermente rumoroso roba da poco ottimo acquisto
"Intel ® Core™ i3-12100, processore desktop, per sistemi desktop cache 12M, fino a 4,30 GHz",5.0,28 marzo 2022,poco costoso e molto performante per luso da ufficio velocissimo e ottimo anche per il gaming consigliatissimo miglior processore al momento su questa fascia di prezzo
"Intel Core i3-12100 3.30GHZ 12MB LGA1700 - PN # BX8071512100, Preto",5.0,dezembro de 2023,tima qualidade
"Intel Core i3-12100 3.30GHZ 12MB LGA1700 - PN # BX8071512100, Preto",5.0,setembro de 2023,fiz troca por um no atende demanda para jogos e software
